date_time,tank,treat,pH,temp
2023-02-23 02:00:00,23,ambient,7.836,10.28
2023-02-23 02:05:00,23,ambient,7.838,10.28
2023-02-23 02:10:00,23,ambient,7.839,10.28
2023-02-23 02:15:00,23,ambient,7.837,10.28
2023-02-23 02:20:00,23,ambient,7.837,10.28
2023-02-23 02:25:00,23,ambient,7.84,10.29
2023-02-23 02:30:00,23,ambient,7.838,10.29
2023-02-23 02:35:00,23,ambient,7.839,10.28
2023-02-23 02:40:00,23,ambient,7.841,10.28
2023-02-23 02:45:00,23,ambient,7.839,10.29
2023-02-23 02:50:00,23,ambient,7.839,10.28
2023-02-23 02:55:00,23,ambient,7.839,10.28
2023-02-23 03:00:00,23,ambient,7.838,10.28
2023-02-23 03:05:00,23,ambient,7.841,10.28
2023-02-23 03:10:00,23,ambient,7.841,10.28
2023-02-23 03:15:00,23,ambient,7.84,10.28
2023-02-23 03:20:00,23,ambient,7.842,10.28
2023-02-23 03:25:00,23,ambient,7.842,10.28
2023-02-23 03:30:00,23,ambient,7.84,10.27
2023-02-23 03:35:00,23,ambient,7.841,10.28
2023-02-23 03:40:00,23,ambient,7.842,10.28
2023-02-23 03:45:00,23,ambient,7.842,10.28
2023-02-23 03:50:00,23,ambient,7.843,10.28
2023-02-23 03:55:00,23,ambient,7.842,10.27
2023-02-23 04:00:00,23,ambient,7.844,10.27
2023-02-23 04:05:00,23,ambient,7.844,10.27
2023-02-23 04:10:00,23,ambient,7.843,10.27
2023-02-23 04:15:00,23,ambient,7.845,10.27
2023-02-23 04:20:00,23,ambient,7.845,10.27
2023-02-23 04:25:00,23,ambient,7.845,10.27
2023-02-23 04:30:00,23,ambient,7.846,10.27
2023-02-23 04:35:00,23,ambient,7.846,10.27
2023-02-23 04:40:00,23,ambient,7.846,10.27
2023-02-23 04:45:00,23,ambient,7.847,10.27
2023-02-23 04:50:00,23,ambient,7.848,10.27
2023-02-23 04:55:00,23,ambient,7.848,10.26
2023-02-23 05:00:00,23,ambient,7.849,10.26
2023-02-23 05:05:00,23,ambient,7.848,10.26
2023-02-23 05:10:00,23,ambient,7.848,10.26
2023-02-23 05:15:00,23,ambient,7.848,10.26
2023-02-23 05:20:00,23,ambient,7.849,10.26
2023-02-23 05:25:00,23,ambient,7.849,10.26
2023-02-23 05:30:00,23,ambient,7.849,10.26
2023-02-23 05:35:00,23,ambient,7.849,10.26
2023-02-23 05:40:00,23,ambient,7.85,10.26
2023-02-23 05:45:00,23,ambient,7.851,10.26
2023-02-23 05:50:00,23,ambient,7.852,10.26
2023-02-23 05:55:00,23,ambient,7.851,10.26
2023-02-23 06:00:00,23,ambient,7.852,10.26
2023-02-23 06:05:00,23,ambient,7.852,10.27
2023-02-23 06:10:00,23,ambient,7.852,10.26
2023-02-23 06:15:00,23,ambient,7.852,10.26
2023-02-23 06:20:00,23,ambient,7.852,10.26
2023-02-23 06:25:00,23,ambient,7.852,10.26
2023-02-23 06:30:00,23,ambient,7.853,10.27
2023-02-23 06:35:00,23,ambient,7.851,10.26
2023-02-23 06:40:00,23,ambient,7.85,10.27
2023-02-23 06:45:00,23,ambient,7.852,10.26
2023-02-23 06:50:00,23,ambient,7.852,10.26
2023-02-23 06:55:00,23,ambient,7.852,10.26
2023-02-23 07:00:00,23,ambient,7.85,10.26
2023-02-23 07:05:00,23,ambient,7.851,10.26
2023-02-23 07:10:00,23,ambient,7.851,10.26
2023-02-23 07:15:00,23,ambient,7.853,10.25
2023-02-23 07:20:00,23,ambient,7.853,10.25
2023-02-23 07:25:00,23,ambient,7.854,10.25
2023-02-23 07:30:00,23,ambient,7.855,10.24
2023-02-23 07:35:00,23,ambient,7.856,10.24
2023-02-23 07:40:00,23,ambient,7.857,10.24
2023-02-23 07:45:00,23,ambient,7.858,10.23
2023-02-23 07:50:00,23,ambient,7.858,10.23
2023-02-23 07:55:00,23,ambient,7.859,10.23
2023-02-23 08:00:00,23,ambient,7.858,10.23
2023-02-23 08:05:00,23,ambient,7.86,10.23
2023-02-23 08:10:00,23,ambient,7.86,10.22
2023-02-23 08:15:00,23,ambient,7.86,10.22
2023-02-23 08:20:00,23,ambient,7.862,10.22
2023-02-23 08:25:00,23,ambient,7.862,10.22
2023-02-23 08:30:00,23,ambient,7.863,10.22
2023-02-23 08:35:00,23,ambient,7.862,10.22
2023-02-23 08:40:00,23,ambient,7.862,10.21
2023-02-23 08:45:00,23,ambient,7.862,10.22
2023-02-23 08:50:00,23,ambient,7.861,10.22
2023-02-23 08:55:00,23,ambient,7.861,10.21
2023-02-23 09:00:00,23,ambient,7.863,10.22
2023-02-23 09:05:00,23,ambient,7.861,10.22
2023-02-23 09:10:00,23,ambient,7.861,10.22
2023-02-23 09:15:00,23,ambient,7.861,10.22
2023-02-23 09:20:00,23,ambient,7.861,10.22
2023-02-23 09:25:00,23,ambient,7.861,10.22
2023-02-23 09:30:00,23,ambient,7.86,10.22
2023-02-23 09:35:00,23,ambient,7.859,10.22
2023-02-23 09:40:00,23,ambient,7.858,10.23
2023-02-23 09:45:00,23,ambient,7.858,10.23
2023-02-23 09:50:00,23,ambient,7.858,10.23
2023-02-23 09:55:00,23,ambient,7.857,10.23
2023-02-23 10:00:00,23,ambient,7.856,10.23
2023-02-23 10:05:00,23,ambient,7.853,10.24
2023-02-23 10:10:00,23,ambient,7.853,10.24
2023-02-23 10:15:00,23,ambient,7.852,10.24
2023-02-23 10:20:00,23,ambient,7.851,10.24
2023-02-23 10:25:00,23,ambient,7.849,10.24
2023-02-23 10:30:00,23,ambient,7.848,10.25
2023-02-23 10:35:00,23,ambient,7.847,10.25
2023-02-23 10:40:00,23,ambient,7.845,10.26
2023-02-23 10:45:00,23,ambient,7.844,10.26
2023-02-23 10:50:00,23,ambient,7.843,10.27
2023-02-23 10:55:00,23,ambient,7.842,10.27
2023-02-23 11:00:00,23,ambient,7.841,10.27
2023-02-23 11:05:00,23,ambient,7.839,10.28
2023-02-23 11:10:00,23,ambient,7.84,10.28
2023-02-23 11:15:00,23,ambient,7.838,10.28
2023-02-23 11:20:00,23,ambient,7.837,10.29
2023-02-23 11:25:00,23,ambient,7.837,10.29
2023-02-23 11:30:00,23,ambient,7.836,10.29
2023-02-23 11:35:00,23,ambient,7.835,10.3
2023-02-23 11:40:00,23,ambient,7.836,10.3
2023-02-23 11:45:00,23,ambient,7.833,10.31
2023-02-23 11:50:00,23,ambient,7.831,10.32
2023-02-23 11:55:00,23,ambient,7.831,10.32
2023-02-23 12:00:00,23,ambient,7.831,10.33
2023-02-23 12:05:00,23,ambient,7.83,10.33
2023-02-23 12:10:00,23,ambient,7.83,10.34
2023-02-23 12:15:00,23,ambient,7.828,10.35
2023-02-23 12:20:00,23,ambient,7.829,10.3
2023-02-23 12:25:00,23,ambient,7.827,10.21
2023-02-23 12:30:00,23,ambient,7.827,10.14
2023-02-23 12:35:00,23,ambient,7.828,10.09
2023-02-23 12:40:00,23,ambient,7.827,10.08
2023-02-23 12:45:00,23,ambient,7.827,10.1
2023-02-23 12:50:00,23,ambient,7.828,10.11
2023-02-23 12:55:00,23,ambient,7.829,10.12
2023-02-23 13:00:00,23,ambient,7.83,10.14
2023-02-23 13:05:00,23,ambient,7.831,10.16
2023-02-23 13:10:00,23,ambient,7.83,10.18
2023-02-23 13:15:00,23,ambient,7.832,10.19
2023-02-23 13:20:00,23,ambient,7.833,10.21
2023-02-23 13:25:00,23,ambient,7.833,10.22
2023-02-23 13:30:00,23,ambient,7.832,10.23
2023-02-23 13:35:00,23,ambient,7.836,10.25
2023-02-23 13:40:00,23,ambient,7.833,10.27
2023-02-23 13:45:00,23,ambient,7.832,10.28
2023-02-23 13:50:00,23,ambient,7.832,10.3
2023-02-23 13:55:00,23,ambient,7.833,10.31
2023-02-23 14:00:00,23,ambient,7.835,10.33
2023-02-23 14:05:00,23,ambient,7.833,10.35
2023-02-23 14:10:00,23,ambient,7.833,10.34
2023-02-23 14:15:00,23,ambient,7.832,10.27
2023-02-23 14:20:00,23,ambient,7.836,10.17
2023-02-23 14:25:00,23,ambient,7.836,10.11
2023-02-23 14:30:00,23,ambient,7.837,10.1
2023-02-23 14:35:00,23,ambient,7.838,10.11
2023-02-23 14:40:00,23,ambient,7.84,10.12
2023-02-23 14:45:00,23,ambient,7.838,10.14
2023-02-23 14:50:00,23,ambient,7.838,10.15
2023-02-23 14:55:00,23,ambient,7.84,10.17
2023-02-23 15:00:00,23,ambient,7.838,10.18
2023-02-23 15:05:00,23,ambient,7.838,10.2
2023-02-23 15:10:00,23,ambient,7.839,10.21
2023-02-23 15:15:00,23,ambient,7.837,10.23
2023-02-23 15:20:00,23,ambient,7.837,10.25
2023-02-23 15:25:00,23,ambient,7.837,10.27
2023-02-23 15:30:00,23,ambient,7.838,10.29
2023-02-23 15:35:00,23,ambient,7.836,10.3
2023-02-23 15:40:00,23,ambient,7.836,10.32
2023-02-23 15:45:00,23,ambient,7.833,10.34
2023-02-23 15:50:00,23,ambient,7.835,10.34
2023-02-23 15:55:00,23,ambient,7.836,10.3
2023-02-23 16:00:00,23,ambient,7.835,10.21
2023-02-23 16:05:00,23,ambient,7.838,10.13
2023-02-23 16:10:00,23,ambient,7.837,10.09
2023-02-23 16:15:00,23,ambient,7.838,10.09
2023-02-23 16:20:00,23,ambient,7.837,10.09
2023-02-23 16:25:00,23,ambient,7.839,10.1
2023-02-23 16:30:00,23,ambient,7.838,10.11
2023-02-23 16:35:00,23,ambient,7.838,10.13
2023-02-23 16:40:00,23,ambient,7.839,10.15
2023-02-23 16:45:00,23,ambient,7.84,10.16
2023-02-23 16:50:00,23,ambient,7.839,10.18
2023-02-23 16:55:00,23,ambient,7.84,10.19
2023-02-23 17:00:00,23,ambient,7.839,10.2
2023-02-23 17:05:00,23,ambient,7.84,10.22
2023-02-23 17:10:00,23,ambient,7.842,10.25
2023-02-23 17:15:00,23,ambient,7.842,10.26
2023-02-23 17:20:00,23,ambient,7.839,10.27
2023-02-23 17:25:00,23,ambient,7.84,10.29
2023-02-23 17:30:00,23,ambient,7.841,10.3
2023-02-23 17:35:00,23,ambient,7.841,10.32
2023-02-23 17:40:00,23,ambient,7.842,10.33
2023-02-23 17:45:00,23,ambient,7.843,10.35
2023-02-23 17:50:00,23,ambient,7.843,10.36
2023-02-23 17:55:00,23,ambient,7.842,10.38
2023-02-23 18:00:00,23,ambient,7.843,10.4
2023-02-23 18:05:00,23,ambient,7.842,10.42
2023-02-23 18:10:00,23,ambient,7.844,10.42
2023-02-23 18:15:00,23,ambient,7.844,10.39
2023-02-23 18:20:00,23,ambient,7.846,10.31
2023-02-23 18:25:00,23,ambient,7.846,10.24
2023-02-23 18:30:00,23,ambient,7.849,10.17
2023-02-23 18:35:00,23,ambient,7.85,10.13
2023-02-23 18:40:00,23,ambient,7.853,10.11
2023-02-23 18:45:00,23,ambient,7.852,10.13
2023-02-23 18:50:00,23,ambient,7.853,10.13
2023-02-23 18:55:00,23,ambient,7.855,10.15
2023-02-23 19:00:00,23,ambient,7.856,10.17
2023-02-23 19:05:00,23,ambient,7.856,10.17
2023-02-23 19:10:00,23,ambient,7.856,10.2
2023-02-23 19:15:00,23,ambient,7.857,10.21
2023-02-23 19:20:00,23,ambient,7.857,10.23
2023-02-23 19:25:00,23,ambient,7.859,10.24
2023-02-23 19:30:00,23,ambient,7.859,10.26
2023-02-23 19:35:00,23,ambient,7.859,10.27
2023-02-23 19:40:00,23,ambient,7.859,10.28
2023-02-23 19:45:00,23,ambient,7.861,10.3
2023-02-23 19:50:00,23,ambient,7.861,10.32
2023-02-23 19:55:00,23,ambient,7.862,10.33
2023-02-23 20:00:00,23,ambient,7.863,10.35
2023-02-23 20:05:00,23,ambient,7.864,10.36
2023-02-23 20:10:00,23,ambient,7.863,10.38
2023-02-23 20:15:00,23,ambient,7.864,10.39
2023-02-23 20:20:00,23,ambient,7.866,10.36
2023-02-23 20:25:00,23,ambient,7.868,10.28
2023-02-23 20:30:00,23,ambient,7.871,10.19
2023-02-23 20:35:00,23,ambient,7.873,10.15
2023-02-23 20:40:00,23,ambient,7.873,10.14
2023-02-23 20:45:00,23,ambient,7.875,10.14
2023-02-23 20:50:00,23,ambient,7.873,10.15
2023-02-23 20:55:00,23,ambient,7.875,10.16
2023-02-23 21:00:00,23,ambient,7.876,10.18
2023-02-23 21:05:00,23,ambient,7.877,10.19
2023-02-23 21:10:00,23,ambient,7.877,10.2
2023-02-23 21:15:00,23,ambient,7.876,10.22
2023-02-23 21:20:00,23,ambient,7.877,10.24
2023-02-23 21:25:00,23,ambient,7.877,10.25
2023-02-23 21:30:00,23,ambient,7.879,10.26
2023-02-23 21:35:00,23,ambient,7.879,10.28
2023-02-23 21:40:00,23,ambient,7.879,10.29
2023-02-23 21:45:00,23,ambient,7.879,10.31
2023-02-23 21:50:00,23,ambient,7.879,10.32
2023-02-23 21:55:00,23,ambient,7.879,10.33
2023-02-23 22:00:00,23,ambient,7.881,10.35
2023-02-23 22:05:00,23,ambient,7.882,10.37
2023-02-23 22:10:00,23,ambient,7.882,10.38
2023-02-23 22:15:00,23,ambient,7.881,10.39
2023-02-23 22:20:00,23,ambient,7.882,10.39
2023-02-23 22:25:00,23,ambient,7.884,10.3
2023-02-23 22:30:00,23,ambient,7.888,10.21
2023-02-23 22:35:00,23,ambient,7.888,10.15
2023-02-23 22:40:00,23,ambient,7.888,10.15
2023-02-23 22:45:00,23,ambient,7.891,10.15
2023-02-23 22:50:00,23,ambient,7.891,10.15
2023-02-23 22:55:00,23,ambient,7.891,10.16
2023-02-23 23:00:00,23,ambient,7.892,10.18
2023-02-23 23:05:00,23,ambient,7.892,10.18
2023-02-23 23:10:00,23,ambient,7.893,10.2
2023-02-23 23:15:00,23,ambient,7.894,10.22
2023-02-23 23:20:00,23,ambient,7.895,10.23
2023-02-23 23:25:00,23,ambient,7.894,10.24
2023-02-23 23:30:00,23,ambient,7.896,10.26
2023-02-23 23:35:00,23,ambient,7.895,10.27
2023-02-23 23:40:00,23,ambient,7.896,10.29
2023-02-23 23:45:00,23,ambient,7.896,10.3
2023-02-23 23:50:00,23,ambient,7.896,10.31
2023-02-23 23:55:00,23,ambient,7.895,10.33
2023-02-24 00:00:00,23,ambient,7.897,10.34
2023-02-24 00:05:00,23,ambient,7.896,10.36
2023-02-24 00:10:00,23,ambient,7.896,10.38
2023-02-24 00:15:00,23,ambient,7.897,10.39
2023-02-24 00:20:00,23,ambient,7.896,10.4
2023-02-24 00:25:00,23,ambient,7.899,10.35
2023-02-24 00:30:00,23,ambient,7.899,10.28
2023-02-24 00:35:00,23,ambient,7.901,10.2
2023-02-24 00:40:00,23,ambient,7.902,10.15
2023-02-24 00:45:00,23,ambient,7.902,10.16
2023-02-24 00:50:00,23,ambient,7.903,10.16
2023-02-24 00:55:00,23,ambient,7.905,10.17
2023-02-24 01:00:00,23,ambient,7.905,10.18
2023-02-24 01:05:00,23,ambient,7.906,10.2
2023-02-24 01:10:00,23,ambient,7.906,10.21
2023-02-24 01:15:00,23,ambient,7.906,10.22
2023-02-24 01:20:00,23,ambient,7.907,10.24
2023-02-24 01:25:00,23,ambient,7.907,10.25
2023-02-24 01:30:00,23,ambient,7.906,10.26
2023-02-24 01:35:00,23,ambient,7.907,10.28
2023-02-24 01:40:00,23,ambient,7.909,10.3
2023-02-24 01:45:00,23,ambient,7.908,10.31
2023-02-24 01:50:00,23,ambient,7.908,10.32
2023-02-24 01:55:00,23,ambient,7.908,10.34
2023-02-24 02:00:00,23,ambient,7.908,10.36
2023-02-24 02:05:00,23,ambient,7.908,10.37
2023-02-24 02:10:00,23,ambient,7.909,10.38
2023-02-24 02:15:00,23,ambient,7.908,10.39
2023-02-24 02:20:00,23,ambient,7.909,10.36
2023-02-24 02:25:00,23,ambient,7.91,10.3
2023-02-24 02:30:00,23,ambient,7.912,10.23
2023-02-24 02:35:00,23,ambient,7.912,10.16
2023-02-24 02:40:00,23,ambient,7.914,10.14
2023-02-24 02:45:00,23,ambient,7.915,10.15
2023-02-24 02:50:00,23,ambient,7.915,10.16
2023-02-24 02:55:00,23,ambient,7.915,10.17
2023-02-24 03:00:00,23,ambient,7.916,10.19
2023-02-24 03:05:00,23,ambient,7.917,10.2
2023-02-24 03:10:00,23,ambient,7.917,10.21
2023-02-24 03:15:00,23,ambient,7.917,10.23
2023-02-24 03:20:00,23,ambient,7.917,10.25
2023-02-24 03:25:00,23,ambient,7.917,10.25
2023-02-24 03:30:00,23,ambient,7.918,10.27
2023-02-24 03:35:00,23,ambient,7.917,10.28
2023-02-24 03:40:00,23,ambient,7.918,10.3
2023-02-24 03:45:00,23,ambient,7.917,10.31
2023-02-24 03:50:00,23,ambient,7.917,10.33
2023-02-24 03:55:00,23,ambient,7.918,10.34
2023-02-24 04:00:00,23,ambient,7.918,10.36
2023-02-24 04:05:00,23,ambient,7.917,10.37
2023-02-24 04:10:00,23,ambient,7.917,10.38
2023-02-24 04:15:00,23,ambient,7.916,10.4
2023-02-24 04:20:00,23,ambient,7.919,10.37
2023-02-24 04:25:00,23,ambient,7.92,10.31
2023-02-24 04:30:00,23,ambient,7.921,10.24
2023-02-24 04:35:00,23,ambient,7.923,10.17
2023-02-24 04:40:00,23,ambient,7.924,10.14
2023-02-24 04:45:00,23,ambient,7.924,10.14
2023-02-24 04:50:00,23,ambient,7.923,10.15
2023-02-24 04:55:00,23,ambient,7.925,10.16
2023-02-24 05:00:00,23,ambient,7.926,10.17
2023-02-24 05:05:00,23,ambient,7.926,10.19
2023-02-24 05:10:00,23,ambient,7.925,10.2
2023-02-24 05:15:00,23,ambient,7.925,10.21
2023-02-24 05:20:00,23,ambient,7.927,10.22
2023-02-24 05:25:00,23,ambient,7.926,10.24
2023-02-24 05:30:00,23,ambient,7.926,10.25
2023-02-24 05:35:00,23,ambient,7.926,10.26
2023-02-24 05:40:00,23,ambient,7.925,10.28
2023-02-24 05:45:00,23,ambient,7.927,10.29
2023-02-24 05:50:00,23,ambient,7.927,10.31
2023-02-24 05:55:00,23,ambient,7.925,10.32
2023-02-24 06:00:00,23,ambient,7.926,10.34
2023-02-24 06:05:00,23,ambient,7.926,10.35
2023-02-24 06:10:00,23,ambient,7.927,10.37
2023-02-24 06:15:00,23,ambient,7.927,10.38
2023-02-24 06:20:00,23,ambient,7.928,10.39
2023-02-24 06:25:00,23,ambient,7.927,10.35
2023-02-24 06:30:00,23,ambient,7.928,10.25
2023-02-24 06:35:00,23,ambient,7.929,10.18
2023-02-24 06:40:00,23,ambient,7.929,10.16
2023-02-24 06:45:00,23,ambient,7.929,10.16
2023-02-24 06:50:00,23,ambient,7.93,10.16
2023-02-24 06:55:00,23,ambient,7.932,10.17
2023-02-24 07:00:00,23,ambient,7.932,10.18
2023-02-24 07:05:00,23,ambient,7.931,10.19
2023-02-24 07:10:00,23,ambient,7.931,10.2
2023-02-24 07:15:00,23,ambient,7.932,10.22
2023-02-24 07:20:00,23,ambient,7.932,10.23
2023-02-24 07:25:00,23,ambient,7.932,10.25
2023-02-24 07:30:00,23,ambient,7.932,10.26
2023-02-24 07:35:00,23,ambient,7.933,10.28
2023-02-24 07:40:00,23,ambient,7.931,10.29
2023-02-24 07:45:00,23,ambient,7.932,10.3
2023-02-24 07:50:00,23,ambient,7.932,10.32
2023-02-24 07:55:00,23,ambient,7.932,10.33
2023-02-24 08:00:00,23,ambient,7.931,10.34
2023-02-24 08:05:00,23,ambient,7.931,10.36
2023-02-24 08:10:00,23,ambient,7.931,10.37
2023-02-24 08:15:00,23,ambient,7.932,10.39
2023-02-24 08:20:00,23,ambient,7.931,10.39
2023-02-24 08:25:00,23,ambient,7.932,10.33
2023-02-24 08:30:00,23,ambient,7.932,10.24
2023-02-24 08:35:00,23,ambient,7.934,10.17
2023-02-24 08:40:00,23,ambient,7.935,10.16
2023-02-24 08:45:00,23,ambient,7.935,10.16
2023-02-24 08:50:00,23,ambient,7.935,10.17
2023-02-24 08:55:00,23,ambient,7.937,10.18
2023-02-24 09:00:00,23,ambient,7.936,10.19
2023-02-24 09:05:00,23,ambient,7.936,10.2
2023-02-24 09:10:00,23,ambient,7.936,10.22
2023-02-24 09:15:00,23,ambient,7.936,10.24
2023-02-24 09:20:00,23,ambient,7.936,10.25
2023-02-24 09:25:00,23,ambient,7.936,10.26
2023-02-24 09:30:00,23,ambient,7.934,10.28
2023-02-24 09:35:00,23,ambient,7.934,10.29
2023-02-24 09:40:00,23,ambient,7.933,10.31
2023-02-24 09:45:00,23,ambient,7.933,10.33
2023-02-24 09:50:00,23,ambient,7.933,10.34
2023-02-24 09:55:00,23,ambient,7.931,10.36
2023-02-24 10:00:00,23,ambient,7.931,10.37
2023-02-24 10:05:00,23,ambient,7.931,10.34
2023-02-24 10:10:00,23,ambient,7.93,10.26
2023-02-24 10:15:00,23,ambient,7.934,10.18
2023-02-24 10:20:00,23,ambient,7.933,10.14
2023-02-24 10:25:00,23,ambient,7.932,10.14
2023-02-24 10:30:00,23,ambient,7.932,10.15
2023-02-24 10:35:00,23,ambient,7.932,10.16
2023-02-24 10:40:00,23,ambient,7.931,10.17
2023-02-24 10:45:00,23,ambient,7.931,10.19
2023-02-24 10:50:00,23,ambient,7.93,10.2
2023-02-24 10:55:00,23,ambient,7.93,10.22
2023-02-24 11:00:00,23,ambient,7.93,10.23
2023-02-24 11:05:00,23,ambient,7.929,10.25
2023-02-24 11:10:00,23,ambient,7.928,10.26
2023-02-24 11:15:00,23,ambient,7.929,10.28
2023-02-24 11:20:00,23,ambient,7.927,10.3
2023-02-24 11:25:00,23,ambient,7.926,10.31
2023-02-24 11:30:00,23,ambient,7.927,10.32
2023-02-24 11:35:00,23,ambient,7.924,10.34
2023-02-24 11:40:00,23,ambient,7.926,10.35
2023-02-24 11:45:00,23,ambient,7.926,10.37
2023-02-24 11:50:00,23,ambient,7.926,10.38
2023-02-24 11:55:00,23,ambient,7.925,10.34
2023-02-24 12:00:00,23,ambient,7.926,10.25
2023-02-24 12:05:00,23,ambient,7.927,10.17
2023-02-24 12:10:00,23,ambient,7.928,10.14
2023-02-24 12:15:00,23,ambient,7.927,10.14
2023-02-24 12:20:00,23,ambient,7.928,10.16
2023-02-24 12:25:00,23,ambient,7.928,10.17
2023-02-24 12:30:00,23,ambient,7.928,10.18
2023-02-24 12:35:00,23,ambient,7.929,10.19
2023-02-24 12:40:00,23,ambient,7.928,10.21
2023-02-24 12:45:00,23,ambient,7.928,10.22
2023-02-24 12:50:00,23,ambient,7.928,10.23
2023-02-24 12:55:00,23,ambient,7.927,10.26
2023-02-24 13:00:00,23,ambient,7.927,10.27
2023-02-24 13:05:00,23,ambient,7.926,10.28
2023-02-24 13:10:00,23,ambient,7.926,10.29
2023-02-24 13:15:00,23,ambient,7.927,10.31
2023-02-24 13:20:00,23,ambient,7.926,10.32
2023-02-24 13:25:00,23,ambient,7.925,10.34
2023-02-24 13:30:00,23,ambient,7.925,10.35
2023-02-24 13:35:00,23,ambient,7.925,10.37
2023-02-24 13:40:00,23,ambient,7.924,10.39
2023-02-24 13:45:00,23,ambient,7.925,10.38
2023-02-24 13:50:00,23,ambient,7.925,10.31
2023-02-24 13:55:00,23,ambient,7.926,10.22
2023-02-24 14:00:00,23,ambient,7.927,10.16
2023-02-24 14:05:00,23,ambient,7.926,10.15
2023-02-24 14:10:00,23,ambient,7.926,10.16
2023-02-24 14:15:00,23,ambient,7.927,10.17
2023-02-24 14:20:00,23,ambient,7.926,10.18
2023-02-24 14:25:00,23,ambient,7.925,10.2
2023-02-24 14:30:00,23,ambient,7.925,10.21
2023-02-24 14:35:00,23,ambient,7.924,10.23
2023-02-24 14:40:00,23,ambient,7.923,10.24
2023-02-24 14:45:00,23,ambient,7.921,10.26
2023-02-24 14:50:00,23,ambient,7.921,10.27
2023-02-24 14:55:00,23,ambient,7.919,10.29
2023-02-24 15:00:00,23,ambient,7.918,10.31
2023-02-24 15:05:00,23,ambient,7.917,10.32
2023-02-24 15:10:00,23,ambient,7.916,10.34
2023-02-24 15:15:00,23,ambient,7.915,10.35
2023-02-24 15:20:00,23,ambient,7.914,10.37
2023-02-24 15:25:00,23,ambient,7.915,10.3
2023-02-24 15:30:00,23,ambient,7.915,10.2
2023-02-24 15:35:00,23,ambient,7.915,10.14
2023-02-24 15:40:00,23,ambient,7.914,10.14
2023-02-24 15:45:00,23,ambient,7.913,10.15
2023-02-24 15:50:00,23,ambient,7.913,10.16
2023-02-24 15:55:00,23,ambient,7.913,10.18
2023-02-24 16:00:00,23,ambient,7.912,10.19
2023-02-24 16:05:00,23,ambient,7.911,10.21
2023-02-24 16:10:00,23,ambient,7.91,10.22
2023-02-24 16:15:00,23,ambient,7.909,10.24
2023-02-24 16:20:00,23,ambient,7.909,10.25
2023-02-24 16:25:00,23,ambient,7.908,10.27
2023-02-24 16:30:00,23,ambient,7.908,10.28
2023-02-24 16:35:00,23,ambient,7.907,10.3
2023-02-24 16:40:00,23,ambient,7.906,10.31
2023-02-24 16:45:00,23,ambient,7.905,10.33
2023-02-24 16:50:00,23,ambient,7.904,10.34
2023-02-24 16:55:00,23,ambient,7.904,10.35
2023-02-24 17:00:00,23,ambient,7.903,10.36
2023-02-24 17:05:00,23,ambient,7.904,10.3
2023-02-24 17:10:00,23,ambient,7.904,10.19
2023-02-24 17:15:00,23,ambient,7.905,10.15
2023-02-24 17:20:00,23,ambient,7.905,10.15
2023-02-24 17:25:00,23,ambient,7.905,10.15
2023-02-24 17:30:00,23,ambient,7.905,10.16
2023-02-24 17:35:00,23,ambient,7.905,10.18
2023-02-24 17:40:00,23,ambient,7.904,10.19
2023-02-24 17:45:00,23,ambient,7.904,10.2
2023-02-24 17:50:00,23,ambient,7.904,10.22
2023-02-24 17:55:00,23,ambient,7.904,10.23
2023-02-24 18:00:00,23,ambient,7.904,10.25
2023-02-24 18:05:00,23,ambient,7.903,10.26
2023-02-24 18:10:00,23,ambient,7.903,10.28
2023-02-24 18:15:00,23,ambient,7.903,10.29
2023-02-24 18:20:00,23,ambient,7.902,10.31
2023-02-24 18:25:00,23,ambient,7.903,10.32
2023-02-24 18:30:00,23,ambient,7.902,10.33
2023-02-24 18:35:00,23,ambient,7.901,10.35
2023-02-24 18:40:00,23,ambient,7.901,10.36
2023-02-24 18:45:00,23,ambient,7.901,10.38
2023-02-24 18:50:00,23,ambient,7.901,10.38
2023-02-24 18:55:00,23,ambient,7.902,10.31
2023-02-24 19:00:00,23,ambient,7.904,10.21
2023-02-24 19:05:00,23,ambient,7.904,10.16
2023-02-24 19:10:00,23,ambient,7.904,10.16
2023-02-24 19:15:00,23,ambient,7.904,10.17
2023-02-24 19:20:00,23,ambient,7.905,10.18
2023-02-24 19:25:00,23,ambient,7.905,10.2
2023-02-24 19:30:00,23,ambient,7.905,10.21
2023-02-24 19:35:00,23,ambient,7.905,10.23
2023-02-24 19:40:00,23,ambient,7.904,10.24
2023-02-24 19:45:00,23,ambient,7.904,10.25
2023-02-24 19:50:00,23,ambient,7.904,10.27
2023-02-24 19:55:00,23,ambient,7.904,10.28
2023-02-24 20:00:00,23,ambient,7.904,10.3
2023-02-24 20:05:00,23,ambient,7.904,10.31
2023-02-24 20:10:00,23,ambient,7.904,10.33
2023-02-24 20:15:00,23,ambient,7.904,10.34
2023-02-24 20:20:00,23,ambient,7.904,10.35
2023-02-24 20:25:00,23,ambient,7.904,10.37
2023-02-24 20:30:00,23,ambient,7.903,10.38
2023-02-24 20:35:00,23,ambient,7.904,10.39
2023-02-24 20:40:00,23,ambient,7.904,10.33
2023-02-24 20:45:00,23,ambient,7.906,10.22
2023-02-24 20:50:00,23,ambient,7.907,10.17
2023-02-24 20:55:00,23,ambient,7.907,10.18
2023-02-24 21:00:00,23,ambient,7.907,10.18
